;UserId;Phone;RegistrationDate
118;e3b44fdd-4b82-4730-87e9-4ec410d7f3de;79366958620;2023-01-14
119;57e32fb6-bebc-4c7f-804d-858e04550b3d;9353221938;2023-01-06
120;26b20490-544d-4900-9fb0-9e624c793eec;79352193700;2023-01-27
121;c6438514-3b6b-47ce-a51a-c6c023fdd33d;89346508587;2023-01-05
122;7ba7729e-416f-4246-a8eb-ff41f2aff5b2;79335536283;2023-01-08
123;acb579c3-8451-48b0-a4be-a39bf3a73c30;89323146476;2023-01-27
124;cdbaec50-1218-4ff1-b5dd-c22c53585bd1;79320434044;2023-01-30
125;1d2fdcc9-55c5-4f3f-9417-00924a98569e;+79318052276;2023-01-31
126;59b18dbc-b703-401a-b2d9-379a3039e4b6;+79304319967;2023-01-13
127;f31fc546-db16-42ae-b798-caa40cddea6c;89300844830;2023-01-10
128;60c90ead-c147-49df-8cc2-6fab930011f6;+79299142905;2023-01-02
129;019a0ee7-25ab-439e-8acf-a2b6c21ee95e;89283340575;2023-01-23
130;908286a8-d2c2-431a-b055-e481a96b76bf;89282857386;2023-01-04
131;3ccc0115-338b-4d10-aebd-c00663737b7d;79266142907;2023-01-20
132;f4585762-fbbf-4cc3-97fd-d646e7448eda;+79264761608;2023-01-18
133;1807afce-f3fb-48ab-838b-5a1a39d70150;79256352183;2023-01-20
134;d6f2a2f9-2acf-4927-b8d9-336d2e0ed7b7;+79255274282;2023-01-24
135;0f77e744-10fb-416b-a3ec-4a985bbdee6b;+79250427332;2023-01-04
136;42b82627-7f0b-42e7-b72b-fb922ae28e16;+79241117251;2023-01-13
137;d735b703-45a5-4cbd-aac2-3825e72dd06c;79237718203;2023-01-01
138;0e0cc07f-0d01-428b-a5bb-dda3e17af450;8923037097;2023-01-21
139;4e9b0253-6947-47be-b511-b216966347f0;+79228581767;2023-01-27
140;b90d3d57-4440-4495-a0ed-469d5c492945;89223762686;2023-01-01
141;1ea955e3-66fe-4174-a70a-7c650a747126;89222222222;2023-01-15
142;4e67b011-1b45-4544-8c2d-7cc858d55042;+79221355362;2023-01-31
143;910d631f-e97f-4f9b-8a32-a32abf4cf696;89217602855;2023-01-10
144;5ecf7ce6-1ebe-49bf-8c59-3fa26e93c9d9;89212301148;2023-01-23
145;b232f1ab-684e-473d-a76b-39e6826d11ca;9206031149;2023-01-07
146;6dcaa6f6-4be9-40fa-b3a9-5f2445bb9a41;+79205677589;2023-01-30
147;1771aaab-ccc5-49cb-aa7f-d723cfb9b97f;79201588583;2023-01-26
148;667a5ac4-26c3-436e-831b-a7f0a374b1b4;79175319202;2023-01-21
149;aef8ebc1-b8e5-459b-980f-545fdc135011;89170957953;2023-01-13
150;f7808bea-1837-4beb-91e1-b8b9c5685e31;79160970998;2023-01-12
151;12170ce0-eac1-46b3-9312-e12d43eae4d6;+79160065812;2023-01-08
152;f9d26fc3-9493-431e-9e8b-9564cba927a1;+79155602216;2023-01-17
153;dc637f44-176b-4519-a142-8d9d88766be1;+7914850887;2023-01-11
154;ce9178eb-35d2-4827-9e9b-aa0253c08510;9143722124;2023-01-17
155;2afe86e1-9e05-4fbb-81f3-6a6dad8e456d;9136865812;2023-01-19
156;42a2bc6a-0b32-4602-a746-be0a7ee3e5f8;79123456789;2023-01-23
157;6ea777ab-a61a-4e4f-8a04-f643a058d6a5;9123456789;2023-01-15
158;71d25b60-d1fb-44cc-bed4-f5df8f5c47a0;+79123456789;2023-01-03
159;6b25611b-83f1-4d21-8971-09f0376f9d4b;89123456789;2023-01-14
160;80c98881-2c66-470a-81ca-bed1a6b6804c;79123456789;2023-01-21
161;63408b0f-bfa8-47b7-bad3-d9f74381b1c5;9123456789;2023-01-11
162;bbf0a167-0434-4eef-8d3c-61217674f4ed;79122518585;2023-01-25
163;ddef441e-9d69-49cb-9f41-e596ed452fc8;79111111111;2023-02-01
164;61228885-b34b-436b-8e93-68010e3d81c7;9111111111;2023-01-05
165;319f185b-62c4-4b8f-869e-96a9355de016;+79111111111;2023-01-04
166;2b0a1f2a-f2f1-43ca-a054-8bf635b95788;9103522485;2023-01-21
167;48d002fd-0036-4313-97c7-1272c0c84b01;+79101572629;2023-01-23
168;7345d076-6c42-43df-a259-92a39f82c8c7;+79101302226;2023-01-31
169;454e72da-1e11-43e1-9cb5-a903dbd0e598;79099966604;2023-01-07
170;4a9a5013-d57a-48a9-8373-d49098e1f9b6;9064811383;2023-01-26
171;5e3436b8-282a-478e-9116-155575085be7;89061506765;2023-01-28
172;684472aa-47de-41b6-b8a4-8d126ce9cbfb;9056738582;2023-01-18
173;5a0f9f36-fe59-49fd-b5e7-bdc694ca0f85;79056727919;2023-01-13
174;b09be151-47fc-4ea6-8ea1-44e73c6d7fd6;+79048637063;2023-01-10
175;e733a53d-aaae-4557-a885-315782b2da42;9048196645;2023-01-30
176;b2676d1f-dd22-4e9d-b5d6-f3ec5580f04b;79047610220;2023-01-29
177;3fc272e7-10c3-476b-9d1c-6b195befe19e;89039684500;2023-01-19
178;8d4034ea-0896-4eed-8b98-0fc3e47f538c;89029767014;2023-01-07
179;e7f61404-97db-47ee-b5f9-e60977ecbecc;9029673614;2023-01-13
180;d3469d11-2974-445a-98cd-a55095686f3b;9029141280;2023-01-01
181;50e6d715-d74f-4b15-927b-1940cb652ec4;9027436327;2023-01-28
182;84ba2077-bed5-4093-bf23-d7fbafe41b95;9026681068;2023-01-22
183;f510dae4-5966-4c06-9390-66135a8684e2;+79024707019;2023-01-23
184;5a3b2ac7-ac74-4152-b0e9-e4e548f196ea;+7901712827;2023-01-17
185;a3b34ad3-8110-4f79-a37f-5cb4f2a4dfab;89015227863;2023-01-17
186;065f560c-cdfd-4233-b0e2-e20eed87909d;9005994216;2023-01-25
187;c8e7c7e7-47f5-4f6c-8b42-05bdd2bb660a;+70000000000;2023-01-24
188;0aac6e7c-2579-41ae-a74e-c4a788b4a5c9;80000000000;2023-01-08
189;9b22622c-461f-4b64-af29-f1db0877f41b;70000000000;2023-01-22
190;560a605c-a4c8-4724-bae3-87208079d08f;0000000000;2023-01-22
191;fcea1bfd-f6ac-4915-93e2-3033b936e7f8;+70000000000;2023-01-13
192;2cf42ebe-da23-4b8a-b8a5-feb02d7dd13f;80000000000;2023-01-07
193;925dc8fa-f504-47b2-b8f9-d1e6524a7d6f;70000000000;2023-01-01
194;d6fe506f-dc05-4f0e-ba0b-113e4ba6d737;+70000000000;2023-01-02
195;6504a168-aca0-44c2-bed9-9de0e3e35fde;80000000000;2023-01-11
196;845818a8-59a3-42dd-85ec-e8707267dc0f;70000000000;2023-01-15
197;f9dfb3e1-5cf7-4173-bd3a-74d4ae20eb91;0000000000;2023-01-12
198;0866198e-72ee-47a8-a22d-c9abfc8d85e7;+70000000000;2023-01-27
199;8334f39a-bda3-49ab-974c-ff5962cf6852;80000000000;2023-01-29
200;725ECE08-D133-47C1-85B1-C12A14C19E5B;8-952-473-46-25;2023-01-11
201;76CC4B37-535F-46B2-998C-BBDC583779A2;8-939-432-72-78;2023-01-23
202;E278F68B-A4A0-4EF5-ADA2-79F082CCAF9E;+7-939-203-48-67;2023-01-29
203;68E1C09F-9B0E-4F35-A075-D1E8BDD52B58;+7-939-143-91-91;2023-01-01
204;BDDD7CBF-32ED-4A13-814A-B8BD50ED55F6;8-923-037-09-74;2023-01-10
205;E29A820B-EBDE-414F-AFF7-026277F25927;8-922-376-26-86;2023-01-03
206;FAE6E23D-8644-4DF9-A848-EE465DAE3222;+7-914-850-88-70;2023-01-26
207;E8E991B7-E65D-473E-8DF3-063E57593DD5;7-912-345-67-89;2023-01-19
208;78FE5718-F36D-4556-9E43-CD6D0149FEC9;912-345-67-89;2023-01-05
209;B3BE8DBF-4DCB-4AF9-9B52-652C1B569ACE;+7-912-345-67-89;2023-01-19
210;70A30139-03B2-40A1-AB6F-0CEA0EEC173E;7-912-345-67-89;2023-01-07
211;BB47B229-04C1-437D-AD0E-5CE385E920A0;912-345-67-89;2023-01-29
212;E4030DC9-0DDF-48E9-AB29-58C2CBE34B47;7-911-111-11-11;2023-01-11
213;C4F9D158-9301-4DA7-AB73-FC9383A68CAE;911-111-11-11;2023-01-14
214;F3A1EFFE-8105-4E78-9938-C618A1EC6A8D;+7-911-111-11-11;2023-01-17
215;1C4F9CDD-72AB-4C4A-A70C-89A44CDC8A64;+7-901-712-82-70;2023-01-14
216;F9BDC956-B8D6-44BC-957C-A0C7BC4F520D;900-599-42-16;2023-02-01
217;48E1BB40-7B99-41E5-87CA-CE6D25792FF6;+7-000-000-00-00;2023-01-05
218;8379C5DB-A7CF-4224-8B4B-34A7283BFFC8;8-000-000-00-00;2023-01-23
219;64E805ED-542E-41B9-B64D-18171E65D347;7-000-000-00-00;2023-01-29
220;D60E466D-FA99-46B6-B571-FBF3F6DF6473;000-000-00-00;2023-01-19
221;93E69062-BFA0-4C6C-8018-907007A22E0B;+7-000-000-00-00;2023-01-16
222;108A2CA6-3515-4871-814B-39D6F4099D91;8-000-000-00-00;2023-01-10
223;74C9AC62-393E-44B3-95FF-FFC5E9425DA8;7-000-000-00-00;2023-01-06
224;1711E411-C377-496D-B15C-6AD2364EF18C;+7-000-000-00-00;2023-01-08
225;00000000-0000-0000-0000-000000000000;+79222222345;2023-01-01
226;00000000-0000-0000-0000-000000000000;89667835687;2023-01-01
227;;+79222542234;2023-01-08
228;;89666535687;2023-01-11
229;;;2023-01-26
230;;;2023-01-02
231;e0d27acc-9b58-429e-a04b-f805810d8e67;9713960533;2022-12-07
232;35f55bbe-8138-4162-ac08-ee0f936fcc17;9339186199;2022-12-23
233;f20ba719-d093-4b79-95d9-4e196d366830;9659160625;2022-12-11
234;0a759777-f843-4bf8-8834-7dd063ec7f7b;9821826474;2022-12-21
235;0d5f8c5b-16fb-4ccc-8df7-dcfa01fd13bd;9862455555;2022-12-19
236;0f059834-bce3-48c4-9261-41bff6adb543;9174271906;2022-12-16
237;428718ec-9d72-4221-a16f-2b854fff39aa;9942891249;2022-12-04
238;ed187ace-3f95-4d4a-b9a2-a12ed8f5dc85;9840468129;2022-12-18
239;2ee49ed0-d1a3-41cc-b66a-68c2645708ab;9486852545;2022-12-31
240;2058e65a-2be2-4eca-9183-74b9e3b69376;9106618850;2022-12-18
241;a2c7c976-9a42-40a7-b7c5-1155e5f9e8e1;9646276962;2022-12-11
242;07ef6a26-d957-4f48-9d4e-ada7749b8dbd;9969435759;2022-12-07
243;3cc0f20b-2224-469b-9e02-d589a473d9a3;9873701415;2022-12-04
244;5cad2045-62cd-4173-ada2-c69e86660309;9314449446;2022-12-02
245;ffd3712a-4d07-4375-aece-29ffc66a0d16;9320106563;2022-12-29
246;8c0a2dff-72f5-4a86-ac24-3904a6e387d9;9845705650;2022-12-21
247;ef3cace7-a3a1-44b9-9869-af5ae7160f4c;9588952656;2022-12-02
248;26d8f30a-bee5-4331-9126-ec221d1ec862;9519133263;2022-12-21
249;0b1cd990-c122-4895-aab9-db0e757f2a16;9674816707;2022-12-02
250;7ae176cd-9d2b-49f7-b2e2-3e455e3e0205;9639810833;2023-01-01
251;87d798ba-eb91-44ea-af19-c38bbfad59f9;9095272462;2022-12-25
252;ba3224a8-aea4-47b2-a8c0-6687f8d6d50f;9051114742;2022-12-11
253;66fd0eca-37b6-4c10-a87d-7c039b4a0a54;9676706964;2022-12-06
254;3b312b87-b4c5-4568-8df0-d81d9facdcf2;9088015165;2022-12-22
255;a9c1cd1b-b930-413b-be7b-0bae517167ea;9881141022;2022-12-15
256;fa87bb95-45b8-499f-8e65-d1e4702ad278;9202959496;2022-12-22
257;865c58ad-b078-4e20-a2c3-73fed9a0c6f8;9088856625;2022-12-18
258;7dda48f0-fea8-4eb4-9162-813cbcd49a92;9092802878;2022-12-23
259;9ba55f7a-cddc-4b03-b588-8bb74cfd0413;9204452198;2022-12-19
260;2822027e-0106-41b4-938b-409f0ea78ed7;9847282312;2022-12-30
261;e5ac08bd-0503-4958-aa9a-197a04197b01;9254701254;2022-12-01
262;0620bc61-cb44-4b23-ad18-f4c2b4fcc237;9328109417;2022-12-12
263;56298553-e22a-4df9-b6f2-561604022d6a;9369684914;2022-12-10
264;722a6cfb-0bde-49f3-9878-1a57763a0e10;9103147824;2022-12-20
265;cab84e3d-5b3f-43f8-a0fe-ac620f3c7cc8;9214864827;2022-12-17
266;14003faf-3b10-4664-8d20-db4d6084b60d;9808508164;2022-12-05
267;e147b0e7-d799-46f9-a94b-6a8728af0819;9664937483;2022-12-09
268;5bcdc32e-b7e6-48da-b0d7-71010a378e0d;9579958026;2022-12-29
269;2d1514a9-a823-4709-8eac-d12f4b5067d2;9663067627;2022-12-04
270;0dcacba2-e87e-4489-a05b-fab5dc3237ce;9701133866;2022-12-25
271;fefc9190-cadb-4d61-babd-b2327492376f;9965786813;2022-12-14
272;78c7503d-328b-4c1b-a574-882c1111a3ec;9882845126;2022-12-05
273;8e422064-e0f6-486d-9b94-2a0c03265e14;9722550159;2022-12-15
274;bf0cbcfc-723c-4025-8804-a4208c72bcc4;9881752276;2022-12-08
275;fffa67b0-9802-4753-a50b-24a3c860dd07;9949924052;2022-12-19
276;cddb50e5-3262-4d02-b5e4-5a09d8ab1131;9005141000;2022-12-27
277;f6660a98-0b2c-47e7-9083-e773a77f53d8;9488874163;2022-12-28
278;900dcdf1-8c26-409e-9f58-a4d19146fb5b;9750047677;2022-12-03
279;5bfb901c-2735-42f7-a905-c3e6f3fc8748;9797401751;2022-12-24
280;01f85e09-191a-4070-8287-4f3c8e466eef;9453491417;2022-12-05
281;2b2a1f47-a4d5-4320-959c-d58dcc633af3;9899580747;2022-12-23
282;f59d622b-dd64-4612-b35e-07ab028a011a;9516835519;2022-12-27
283;c5ff29bd-1efa-4f75-a7d6-986ff6e909b4;9406345431;2022-12-09
284;4345619a-c484-40d3-ae3d-9aa1fcaad3dd;9318989830;2022-12-13
285;41f3c6cc-6ec8-4727-b2b0-a4b0d38bb863;9122114086;2022-12-16
286;07bb78e6-ae10-41cb-b552-2c5a6adeec60;9233016873;2022-12-25
287;4c053dbc-c8c3-4c6d-9294-b265d280b823;9901879381;2022-12-25
288;a5ce27f5-28eb-427b-b0a5-863620e9d09b;9922561379;2022-12-30
289;ec378582-c84d-4ed0-bfbb-6a6760f6bb26;9754556447;2022-12-28
290;a6d713b9-91de-418e-bc6f-d2cada9e86e5;9725625046;2022-12-08
291;1467aa94-7fe8-420a-a330-b1a2e8c02dcc;9321493924;2022-12-03
292;a463581c-2e5e-4824-ae88-c3c3ca0b2087;9088659396;2022-12-15
293;5cb7cc05-2ac1-41dd-8dc0-0c2656ea1f8a;9148361513;2022-12-15
294;c91c5d31-651a-4624-914d-7f498579206b;9740407382;2022-12-01
295;29420fe9-74b4-400a-9d87-145a2c9f0f3e;9156235951;2022-12-04
296;114e0110-18f8-4105-9937-56eb45167dda;9485921880;2022-12-02
297;23d32b52-9f24-442f-9236-a013d7583a68;9940215071;2022-12-02
298;1f97f4ef-cf98-41f9-9ad2-1ec3accafebb;9438958520;2022-12-13
299;31b28aee-1955-4581-9968-bc19ad8d53e0;9913887437;2022-12-08
300;fcb6b5da-2f04-44e6-9770-f970aa2f8679;9290766376;2022-12-13
301;be55bbb1-4d17-4cf9-b9e3-a6b02ef07ec1;9541979651;2022-12-08
302;31b1dbb5-a632-4bdd-9180-5bf7b17b96f2;9425408678;2022-12-05
303;30e5d1b6-91b2-46dd-bc5e-93b29f8ea456;9512315933;2022-12-08
304;d3fe339d-94c9-488b-9ad7-86c329264764;9508754265;2022-12-23
305;b85f499e-1bcf-4295-b696-3f5816252c60;9812157626;2022-12-02
306;738aa28b-4c85-4674-8f90-f008141755c5;9235227851;2022-12-31
307;63d5b9a6-0bf8-4702-ae7e-99b224f75c40;9663489947;2022-12-29
308;464fc3df-5121-4f36-9d59-d2244b78453c;9937288749;2022-12-02
309;53840500-c93c-4c85-be8d-338adb60d959;9161628801;2022-12-26
310;0c09a454-d115-4a0d-8413-285383f824ba;9453451579;2022-12-26
311;aef1f786-6d39-4f64-978e-1baa81d451cb;89781369365;2023-01-03
312;9327dc25-f0da-4ce7-aa6c-bfd1e7336040;89698469636;2023-01-03
313;534c70b3-4cb4-46bd-a23f-9e115e46f902;9675413008;2023-01-03
314;71d25b60-d1fb-44cc-bed4-f5df8f5c47a0;+79123456789;2023-01-03
315;E29A820B-EBDE-414F-AFF7-026277F25927;8-922-376-26-86;2023-01-03
